epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.3776223659515381,0.0010000000474974513,1.3591538667678833,0.33519554138183594,1.128111720085144
1,0.3664335608482361,0.0010000000474974513,1.315231204032898,0.33519554138183594,1.1379765272140503
2,0.44895103573799133,0.0010000000474974513,1.1571314334869385,0.33519554138183594,1.225797176361084
3,0.5678321719169617,0.0010000000474974513,0.9522517919540405,0.33519554138183594,1.4144318103790283
4,0.7006993293762207,0.0010000000474974513,0.7129673957824707,0.33519554138183594,1.6773791313171387
5,0.8377622365951538,0.0010000000474974513,0.46035706996917725,0.33519554138183594,1.7580020427703857
6,0.9062936902046204,0.0005000000237487257,0.28519901633262634,0.33519554138183594,1.8261531591415405
7,0.9454545378684998,0.0005000000237487257,0.18397799134254456,0.33519554138183594,1.880754828453064
8,0.9706293940544128,0.0005000000237487257,0.13475066423416138,0.33519554138183594,1.9233546257019043
9,0.9832167625427246,0.0005000000237487257,0.09485418349504471,0.33519554138183594,1.7605502605438232
10,0.9832167625427246,0.0005000000237487257,0.08729904145002365,0.33519554138183594,1.8145493268966675
11,0.9916083812713623,0.0002500000118743628,0.07146753370761871,0.33519554138183594,1.5294992923736572
12,0.9902098178863525,0.0002500000118743628,0.06092724949121475,0.3631284832954407,1.404115915298462
13,0.9916083812713623,0.0002500000118743628,0.07044046372175217,0.3854748606681824,1.5010048151016235
14,0.9916083812713623,0.0002500000118743628,0.05838429927825928,0.42458099126815796,1.4339679479599
15,0.9902098178863525,0.0002500000118743628,0.06871464103460312,0.48603352904319763,1.244855523109436
16,0.9902098178863525,0.0001250000059371814,0.055510733276605606,0.5195530652999878,1.1089054346084595
17,0.9986013770103455,0.0001250000059371814,0.04374539107084274,0.5921787619590759,1.0409404039382935
18,0.9972028136253357,0.0001250000059371814,0.0468658022582531,0.6033519506454468,1.0400317907333374
19,0.9972028136253357,0.0001250000059371814,0.04753582924604416,0.659217894077301,1.0118969678878784
20,0.9958041906356812,0.0001250000059371814,0.046035077422857285,0.6871508359909058,1.00115168094635
21,0.9944055676460266,0.0001250000059371814,0.04631683602929115,0.6927374005317688,0.9505585432052612
22,1.0,0.0001250000059371814,0.04234789311885834,0.6871508359909058,0.9580225348472595
23,0.9986013770103455,0.0001250000059371814,0.04359754920005798,0.6815642714500427,1.0062520503997803
24,1.0,0.0001250000059371814,0.038853589445352554,0.6815642714500427,1.0347440242767334
25,0.9972028136253357,0.0001250000059371814,0.04126947745680809,0.6815642714500427,1.071584939956665
26,0.9972028136253357,0.0001250000059371814,0.0430450439453125,0.6871508359909058,1.1205543279647827
27,0.9986013770103455,6.25000029685907e-05,0.04199182614684105,0.6927374005317688,1.1492005586624146
28,0.9958041906356812,6.25000029685907e-05,0.046225935220718384,0.7039105892181396,1.162124752998352
29,0.9930070042610168,6.25000029685907e-05,0.049085911363363266,0.7039105892181396,1.1741576194763184
30,0.9986013770103455,6.25000029685907e-05,0.04344017803668976,0.7094972133636475,1.2313772439956665
31,0.9986013770103455,6.25000029685907e-05,0.04421362653374672,0.7094972133636475,1.2573118209838867
32,1.0,3.125000148429535e-05,0.03773047402501106,0.7094972133636475,1.2693902254104614
33,1.0,3.125000148429535e-05,0.036596979945898056,0.7094972133636475,1.2781283855438232
34,1.0,3.125000148429535e-05,0.039831314235925674,0.7150837779045105,1.2808866500854492
35,0.9958041906356812,3.125000148429535e-05,0.044675491750240326,0.7094972133636475,1.302681803703308
36,1.0,3.125000148429535e-05,0.03618570789694786,0.7094972133636475,1.3174221515655518
37,0.9986013770103455,1.5625000742147677e-05,0.03798995912075043,0.7094972133636475,1.3161509037017822
38,0.9972028136253357,1.5625000742147677e-05,0.03920788690447807,0.7150837779045105,1.3176424503326416
39,0.9944055676460266,1.5625000742147677e-05,0.04987195506691933,0.7150837779045105,1.3187134265899658
40,0.9986013770103455,1.5625000742147677e-05,0.037969205528497696,0.7150837779045105,1.3164129257202148
41,1.0,1.5625000742147677e-05,0.039141327142715454,0.7150837779045105,1.3354514837265015
42,0.9958041906356812,7.812500371073838e-06,0.04486679285764694,0.7150837779045105,1.3387837409973145
43,1.0,7.812500371073838e-06,0.036789339035749435,0.7150837779045105,1.334397554397583
44,1.0,7.812500371073838e-06,0.036726780235767365,0.7150837779045105,1.3349895477294922
45,0.9972028136253357,7.812500371073838e-06,0.04185662046074867,0.7150837779045105,1.3402165174484253
46,0.9986013770103455,7.812500371073838e-06,0.03778042271733284,0.7150837779045105,1.3376672267913818
