epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.3496503531932831,0.0010000000474974513,1.3095049858093262,0.3296089470386505,1.168875813484192
1,0.434965044260025,0.0010000000474974513,1.1125704050064087,0.3296089470386505,1.1015344858169556
2,0.5832167863845825,0.0010000000474974513,0.9032663702964783,0.48603352904319763,1.0141234397888184
3,0.681118905544281,0.0010000000474974513,0.7198804020881653,0.5530726313591003,0.9301865100860596
4,0.7496503591537476,0.0010000000474974513,0.584567666053772,0.6201117038726807,0.9462728500366211
5,0.8293706178665161,0.0010000000474974513,0.44547924399375916,0.6368715167045593,0.900395393371582
6,0.8657342791557312,0.0010000000474974513,0.3791811168193817,0.5251396894454956,1.8124663829803467
7,0.9160839319229126,0.0010000000474974513,0.2433634251356125,0.5921787619590759,1.022506833076477
8,0.9412587285041809,0.0010000000474974513,0.21081660687923431,0.6033519506454468,0.9739978313446045
9,0.9258741140365601,0.0010000000474974513,0.22315315902233124,0.3910614550113678,1.253170132637024
10,0.9342657327651978,0.0010000000474974513,0.18165677785873413,0.575419008731842,2.0211238861083984
11,0.9468531608581543,0.0005000000237487257,0.1722751259803772,0.5307262539863586,1.2085883617401123
12,0.9720279574394226,0.0005000000237487257,0.10899925231933594,0.6983240246772766,0.9590640068054199
13,0.9832167625427246,0.0005000000237487257,0.06686175614595413,0.6871508359909058,1.193625807762146
14,0.9930070042610168,0.0005000000237487257,0.057033006101846695,0.6983240246772766,1.3432129621505737
15,0.988811194896698,0.0005000000237487257,0.05813928321003914,0.6871508359909058,1.556470274925232
16,0.9958041906356812,0.0002500000118743628,0.04301390051841736,0.6759776473045349,1.7784523963928223
17,0.9944055676460266,0.0002500000118743628,0.0395919606089592,0.6703910827636719,1.8742581605911255
18,0.9986013770103455,0.0002500000118743628,0.033996716141700745,0.6815642714500427,1.8330498933792114
19,0.9986013770103455,0.0002500000118743628,0.032706573605537415,0.6927374005317688,1.844697117805481
20,0.9986013770103455,0.0002500000118743628,0.03367746248841286,0.6815642714500427,1.9282832145690918
21,0.9986013770103455,0.0001250000059371814,0.030744392424821854,0.6927374005317688,1.9437732696533203
22,0.9986013770103455,0.0001250000059371814,0.03101474605500698,0.6815642714500427,1.9775116443634033
23,0.9958041906356812,0.0001250000059371814,0.036053434014320374,0.6983240246772766,1.9097399711608887
24,1.0,0.0001250000059371814,0.028188340365886688,0.7039105892181396,2.0364651679992676
25,0.9958041906356812,0.0001250000059371814,0.036087602376937866,0.7039105892181396,2.0841455459594727
26,1.0,6.25000029685907e-05,0.0276093278080225,0.6927374005317688,2.0793378353118896
27,0.9986013770103455,6.25000029685907e-05,0.030507918447256088,0.6871508359909058,2.088949203491211
28,1.0,6.25000029685907e-05,0.02835039794445038,0.7039105892181396,2.0973126888275146
29,1.0,6.25000029685907e-05,0.028203673660755157,0.6983240246772766,2.1262307167053223
30,1.0,6.25000029685907e-05,0.027319731190800667,0.6983240246772766,2.1409552097320557
31,0.9986013770103455,3.125000148429535e-05,0.029676562175154686,0.7039105892181396,2.14093017578125
32,1.0,3.125000148429535e-05,0.0283038429915905,0.7039105892181396,2.142589807510376
33,1.0,3.125000148429535e-05,0.028624409809708595,0.6927374005317688,2.1400022506713867
34,1.0,3.125000148429535e-05,0.026631327345967293,0.6927374005317688,2.138737678527832
35,1.0,3.125000148429535e-05,0.026745077222585678,0.7094972133636475,2.1480815410614014
36,1.0,1.5625000742147677e-05,0.02683081105351448,0.7094972133636475,2.153903007507324
37,1.0,1.5625000742147677e-05,0.027593808248639107,0.7039105892181396,2.15214467048645
38,0.9958041906356812,1.5625000742147677e-05,0.03803972899913788,0.7039105892181396,2.1590516567230225
39,1.0,1.5625000742147677e-05,0.027222150936722755,0.7039105892181396,2.184462070465088
40,1.0,1.5625000742147677e-05,0.027270225808024406,0.6983240246772766,2.1858530044555664
41,0.9986013770103455,7.812500371073838e-06,0.027327682822942734,0.7039105892181396,2.181650400161743
42,1.0,7.812500371073838e-06,0.02621195651590824,0.7039105892181396,2.1815242767333984
43,1.0,7.812500371073838e-06,0.028501443564891815,0.7039105892181396,2.188063621520996
44,0.9986013770103455,7.812500371073838e-06,0.02729417011141777,0.7039105892181396,2.186750888824463
45,1.0,7.812500371073838e-06,0.027359269559383392,0.7039105892181396,2.1803178787231445
46,1.0,3.906250185536919e-06,0.02620004303753376,0.7039105892181396,2.176090717315674
47,1.0,3.906250185536919e-06,0.02659742906689644,0.7039105892181396,2.1745028495788574
